feature_0,feature_3,feature_10,feature_40,feature_68,feature_70,feature_86,feature_89,feature_95,feature_100,feature_113,feature_123,feature_143,feature_150,feature_168,feature_187,feature_213,feature_242,feature_244,feature_251,feature_252,feature_268,feature_289,feature_291,feature_294,feature_296,feature_300,feature_323,feature_332,feature_335,feature_377,feature_428,feature_437,feature_438,feature_469
3,5,28,150,58910,1500,9717,18,625,2,2,1,0,9,0,5,1,8758,236,884,8849,98,19,7,418,488,213,203,4385,880,3,345,399,1,115
0,2,2,7,9716,50,1243,3,11,2,0,0,0,7,0,1,0,888,51,8,905,0,3,2,118,111,46,27,846,3328,1,96,22,0,20
11,3,2,71,1233,68,577,0,32,2,6,0,1,7,0,1,0,123,114,17,163,1,3,3,85,175,18,11,856,760,361,103,71,0,12
0,2,2,7,9671,50,1264,3,11,2,0,0,0,7,0,1,0,879,49,8,896,0,3,2,112,109,46,27,837,3300,1,95,22,0,20
9,3,3,74,1726,134,19,143,65,2,0,0,0,6,0,1,2,71,175,148,101,1,7,3,596,320,549,61,185,27,8,147,509,0,1089
5,4,3,29,8386,691,1448,6,85,2,1,1,2,8,0,3,2,819,501,833,1211,35,11,4,206,305,70,6,2248,127,1,25,452,0,34
63,5,3,56,19428,585,3339,15,94,2,15,1,26,8,0,3,0,2736,295,804,3330,195,24,5,269,402,123,27,1992,172,1,142,105,0,51
9,2,2,27,1091,337,168,11,34,2,0,0,5,7,0,1,2,50,33,62,55,0,3,2,129,205,60,21,470,376,208,131,44,0,9
1,0,1,3,15,19,3,0,5,2,1,0,0,4,0,1,0,9,15,3,19,0,3,0,32,55,2,1,591,0,1,0,11,0,5
9,3,3,76,1717,140,20,142,66,2,0,0,0,6,0,1,2,32,174,147,101,1,8,3,602,318,555,65,195,0,1,146,513,0,1101
5,11,16,276,1368,445,19,6,296,2,0,0,3,5,0,2,2,60,53,367,54,0,33,16,141,302,40,38,1430,3,4,6,118,3,405
12,3,3,14,5021,93,1813,2,64,4,0,0,0,5,0,1,0,947,41,2709,969,1,14,4,204,487,43,2,976,0,1,3,41,1,66
0,0,1,3,55,18,2,0,5,2,0,0,0,4,0,1,0,7,15,3,18,0,3,0,34,52,4,2,16,0,1,0,9,0,8
11,3,9,37,309,61,26,3,207,2,1,0,5,6,0,3,1,35,36,396,138,0,3,3,62,132,29,48,25,4,9,19,65,1,95
0,2,3,1,993,46,207,0,0,0,0,5,0,4,0,0,0,139,69,36,184,0,0,2,54,75,48,45,288,244,0,114,20,0,6
1,0,1,3,16,19,4,0,5,2,1,0,0,4,0,1,0,9,15,3,19,0,3,0,32,55,2,1,592,0,1,0,11,0,4
0,2,2,5,982,61,130,0,15,2,0,0,0,7,0,1,0,120,85,13,136,0,3,2,248,309,181,160,57,78,1,499,35,0,30
1,0,1,3,16,19,4,0,5,2,1,0,0,4,0,1,0,9,15,3,19,0,3,0,32,59,2,1,592,0,1,0,11,0,4
4,4,4,12,141,95,31,2,43,4,0,0,3,7,0,1,0,39,37,11,53,1,14,5,229,329,55,6,116,9,3,28,52,1,16
17,3,3,22,5166,41,60,2,40,2,4,0,9,7,0,1,0,67,54,37,33917,1,11,3,75,220,12,5,612,19,12,6,53,0,29493
7,4,20,140,263,146,81,9,468,2,4,0,1,5,0,1,1,86,75,400,114,0,14,4,65,126,35,139,1881,0,1,9,245,1,3
6,2,2,5,3693,101,537,3,18,2,2,0,0,8,0,1,2,424,101,21,428,0,3,2,322,435,250,215,715,500,3,654,45,0,46
6,2,2,5,1723,110,293,3,21,2,2,0,0,7,0,1,2,258,111,22,264,0,3,2,249,427,180,139,686,254,3,553,49,0,51
8,4,3,36,943,67,100,9,81,2,0,3,4,13,0,5,2,95,68,36,99,0,12,4,201,356,95,54,74,25,3,268,37,0,46
5,4,3,39,1175,133,52,0,51,4,0,0,1,7,0,1,0,58,208,15,208,49,15,5,197,447,41,3,366,26,1,1,48,1,106
18,3,3,10661,5703,37,64,2,24,2,4,0,10,7,0,1,0,69,56,69,21377,1,14,3,80,215,14,7,610,20,6,2,56,0,141
13,6,10,60,7881,1001,1478,11,222,2,2,1,7,8,0,8,0,575,113,481,543,0,20,6,296,411,115,32,2928,203,15,116,122,0,181
0,2,3,1,1147,46,229,0,0,0,0,5,0,4,0,0,0,154,615,36,199,0,0,2,60,87,48,45,299,288,0,115,20,0,6
2,2,2,7,9852,45,1255,1,8,2,0,0,0,7,0,1,1,886,37,15,887,0,3,2,110,147,36,25,859,3381,3,92,18,0,18
6,2,2,5,2347,93,213,3,14,2,2,0,0,13,0,1,2,188,80,12,190,0,3,2,258,421,188,154,663,219,3,449,37,0,39
11,3,2,69,2478,79,991,0,35,2,6,0,1,7,0,1,0,378,119,19,419,2,3,3,107,242,39,29,709,871,361,170,75,0,17
8,3,15,97,68,126,34,3,399,2,2,0,2,6,0,1,2,31,32,378,59,1,3,3,61,125,27,125,603,32,33,7,135,1,3
16,3,3,13783,5757,38,62,2,28,2,4,0,9,7,0,1,0,69,55,69,27627,1,12,3,78,225,12,5,614,20,6,2,54,0,32993
5,2,2,7,7967,53,1007,7,11,2,0,0,1,7,0,1,1,736,62,21,748,1,3,2,123,170,58,27,694,2701,1,91,26,0,76
5,3,9,27,197,160,46,3,133,2,2,0,1,7,0,1,0,42,39,238,71,1,3,3,111,161,46,56,614,111,105,71,56,1,10
0,5,91,46,188418,1750,29292,1,943,2,0,1,0,8,0,3,0,12021,44,6022,11965,0,19,5,753,369,543,70,11503,3284,361,774,86,0,42
16,3,3,13759,5945,38,64,2,28,2,4,0,8,7,0,1,0,70,56,69,27580,1,12,3,81,206,12,5,614,20,6,2,54,0,32797
5,3,9,27,207,166,49,3,133,2,2,0,1,7,0,1,0,44,40,238,74,1,3,3,111,153,46,56,615,111,105,71,56,1,11
12,3,9,37,305,61,27,3,207,2,1,0,6,6,0,3,1,34,37,397,48,0,3,3,62,137,29,48,26,4,9,19,65,1,5
11,3,9,37,325,61,31,3,207,2,1,0,5,6,0,3,1,39,43,400,145,0,3,3,62,136,29,48,26,4,9,19,69,1,10
1,0,1,3,15,19,3,0,5,2,1,0,0,4,0,1,0,9,15,3,19,0,3,0,32,55,2,1,591,0,1,0,11,0,4
12,3,9,37,312,61,24,3,207,2,1,0,6,6,0,3,1,34,36,397,48,0,3,3,62,139,29,48,23,4,9,19,65,1,5
0,2,2,7,9877,52,1291,3,11,2,0,0,0,7,0,1,0,893,49,8,910,0,3,2,113,109,48,29,851,3361,1,102,22,0,21
5,2,2,5,1088,81,501,2,17,2,2,0,3,7,0,1,0,40,26,26,50,0,3,2,67,194,16,5,836,768,401,50,21,0,7
5,3,9,27,204,166,46,3,133,2,2,0,1,7,0,1,0,42,38,238,71,1,3,3,111,151,46,56,614,111,105,71,56,1,10
12,3,2,71,2590,78,1027,0,34,2,6,0,1,7,0,1,0,395,124,19,436,2,3,3,107,286,39,29,718,890,361,170,77,0,33
13,3,3,8,229,47,88,2,6,2,2,0,7,7,0,1,0,69,51,18,84,1,4,3,78,170,18,5,632,24,17,45,74,0,18
0,2,2,3,15,18,2,0,5,2,0,0,0,4,0,1,0,8,17,3,18,0,3,2,32,34,2,1,16,0,1,0,9,0,4
0,4,2,27,393084,48,127,2,74,2,0,1,0,13,0,4,0,79,54,9464,87,0,10,4,195,259,73,59,87,9,1,203,23,0,102
4,4,4,12,140,95,30,2,43,4,0,0,3,7,0,1,0,39,37,11,53,1,14,5,229,328,55,6,115,9,3,22,52,1,15
11,4,3,15,84608,140,16287,1,118,2,10,0,1,7,0,1,0,8474,115,621,10060,608,4,4,95,206,32,14,8550,12,1,5,65,0,784
1,6,5,46,18443,574,4209,1,213,2,0,1,1,8,0,3,0,725,46,1160,711,0,13,6,201,271,58,15,3194,860,361,107,70,0,77
63,5,3,57,18643,625,2898,15,94,2,15,1,26,8,0,3,0,2303,126,3740,2360,15,24,5,272,397,129,28,2049,172,1,142,101,0,51
1,2,2,5,1028,35,484,0,10,2,0,0,1,7,0,1,0,51,36,6,70,0,3,2,78,99,27,16,215,745,361,28,23,0,11
2,3,17,87,287,94,28,38,386,2,2,0,0,5,0,2,0,37,68,355,60,0,3,3,153,205,120,112,597,0,1,38,133,1,5
11,2,2,33,959,33,504,14,7,2,2,0,5,7,0,1,2,35,42,10,51,0,3,2,119,146,61,11,786,732,361,82,50,0,27
5,3,9,27,201,160,46,3,133,2,2,0,1,7,0,1,0,42,38,238,71,1,3,3,111,161,46,56,614,111,105,71,56,1,10
2,2,2,5,1038,62,216,2,17,2,0,0,0,7,0,1,1,185,85,27,191,0,3,2,104,148,40,15,67,219,1,14,33,0,48
2,2,2,7,10532,45,1368,2,9,2,0,0,0,7,0,1,1,944,38,16,945,0,3,2,110,143,39,25,918,3613,1,93,18,0,33
5,2,2,5,1060,81,473,2,17,2,2,0,3,7,0,1,0,40,26,26,50,0,3,2,67,192,16,5,833,768,401,50,21,0,7
229,3,3,27,1268,1024,60,38,437,2,1,0,1,5,0,1,1,154,152,373,166,0,6,3,368,392,116,1,1122,36,109,38,62,0,552
12,3,3,8,239,47,90,2,6,2,2,0,6,7,0,1,0,70,51,18,85,1,4,3,78,169,18,5,633,28,17,23,75,0,18
57,5,3,55,8439,625,1246,14,94,2,14,1,24,8,0,3,0,586,131,3513,639,14,23,5,277,392,133,35,2105,184,1,178,100,0,50
19,3,65,391,2372,1068,34,0,2146,2,0,0,0,7,0,1,9,54,49,1072,58,1,3,3,326,259,252,614,737,55,48,104,472,1,79
8,3,3,6,170,73,28,2,41,2,2,0,0,5,0,1,0,37,33,39,54,3,4,3,42,149,6,1,646,7,10,2,33,0,171
0,2,2,7,9697,52,1271,3,11,2,0,0,0,7,0,1,0,877,50,8,894,0,3,2,116,110,48,29,833,3295,1,102,22,0,23
11,3,2,75,1332,70,649,0,34,2,6,0,1,7,0,1,0,129,119,17,169,2,3,3,88,177,18,11,866,760,361,103,75,0,11
11,2,2,33,910,33,455,14,7,2,2,0,5,7,0,1,2,35,41,10,51,0,3,2,119,132,61,11,786,732,361,82,50,0,27
0,2,2,5,1020,59,134,0,15,2,0,0,0,7,0,1,0,121,86,13,138,0,3,2,247,351,180,160,62,87,1,499,35,0,32
0,2,2,7,8806,50,1135,3,11,2,0,0,0,7,0,1,0,806,49,8,823,0,3,2,112,110,46,27,765,3007,1,95,22,0,23
8,3,2,7,87,25,23,2,7,2,4,0,4,6,0,1,0,32,27,10,51,0,3,3,50,137,12,5,605,0,1,2,33,0,5
3,6,15,195,44714,950,10297,2,791,2,2,1,0,8,0,3,0,1920,58,1555,1916,1,19,6,301,366,126,221,6633,776,361,211,243,1,31
18,3,3,14766,5749,40,62,6,12,2,4,0,10,7,0,1,0,69,58,61,29573,1,17,3,91,220,25,6,614,16,1,6,59,0,32746
7,11,8,163,27461,1101,4830,19,237,2,0,17,3,16,0,8,0,3055,128,674,3059,0,51,25,409,588,170,50,2992,567,12,577,284,2,128
17,3,3,14223,6299,40,64,6,12,2,4,0,9,7,0,1,0,69,60,61,28487,1,17,3,91,215,25,6,615,16,1,6,59,0,30632
11,3,2,131,1760,186,609,0,485,2,6,0,1,7,0,1,0,135,121,298,169,2,3,3,86,226,16,11,940,872,473,103,75,0,20
20,3,2,19,1895,177,308,8,16,2,2,0,6,7,0,1,0,255,102,18,269,2,9,3,189,267,124,69,1595,293,1,221,89,0,456
6,2,2,5,2393,77,228,3,16,2,2,0,0,13,0,1,2,195,80,10,197,0,3,2,258,420,188,154,648,234,1,449,37,0,38
17,3,3,14247,6031,40,64,6,12,2,4,0,9,7,0,1,0,69,60,61,28535,0,17,3,91,217,25,6,614,16,1,6,59,0,28730
11,3,9,33,325,55,25,3,185,2,1,0,5,6,0,3,1,35,37,383,138,0,3,3,60,137,27,44,24,6,5,19,61,1,10
11,2,2,33,945,33,490,14,7,2,2,0,5,7,0,1,2,35,42,10,51,0,3,2,119,145,61,11,785,732,361,82,50,0,27
21,3,3,14232,6307,40,65,6,12,2,4,0,13,8,0,1,0,69,59,61,28505,1,17,3,91,237,25,6,615,16,1,6,59,0,32033
10,3,3,6,229,101,39,7,37,2,2,0,0,5,0,1,0,46,39,46,65,2,4,3,60,147,21,1,679,8,9,7,31,0,213
2,3,2,7,1637,52,605,1,14,2,2,0,0,7,0,1,0,152,54,21,157,0,3,3,101,203,44,30,877,878,361,216,38,0,64
11,2,2,33,920,33,470,14,7,2,2,0,5,7,0,1,2,36,41,10,52,0,3,2,119,146,61,11,785,732,361,82,50,0,27
6,3,3,8,27159,85,71,4,14,2,2,2,2,7,0,1,0,85,91,23,6046,1978,5,3,72,183,27,11,861,8,1,20,44,0,124
178,9,90,1808,38485,3814,8035,110,4327,8,112,7,24,17,0,3,30,2348,539,3812,2303,0,340,15,1532,1857,987,1250,7679,311,6,476,2196,7,1631
0,2,3,1,1090,46,228,0,0,0,0,5,0,4,0,0,0,156,620,43,205,0,0,2,60,84,48,45,293,264,0,112,20,0,7
9,3,3,6,174,73,31,2,41,2,2,0,0,5,0,1,0,37,33,39,54,2,4,3,42,150,6,1,648,7,10,2,33,0,171
3,5,5,45,6684,612,1328,1,190,2,2,1,1,11,0,3,0,485,59,351,483,0,24,5,184,260,41,11,2213,60,1,20,72,0,28
6,2,2,5,2314,105,338,3,17,2,2,0,0,7,0,1,2,266,101,17,269,0,3,2,283,338,211,159,704,315,3,548,45,0,44
8,4,3,23,34268,767,6317,2,87,2,2,1,2,8,0,3,2,5351,473,690,5879,266,11,4,234,308,80,25,2577,138,1,76,390,0,31
17,3,3,13774,5473,37,65,2,28,2,4,0,9,7,0,1,0,69,57,69,27609,1,12,3,78,257,12,5,615,20,6,2,54,0,30327
1,0,1,3,16,19,4,0,5,2,1,0,0,4,0,1,0,9,15,3,19,0,3,0,32,56,2,1,592,0,1,0,11,0,4
4,6,5,48,1783,1095,193,14,28,2,0,12,2,23,0,9,0,182,68,80,1043,0,15,8,265,498,145,78,1442,175,3,314,44,2,52
228,3,3,63,1585,1110,70,110,437,2,1,0,1,5,0,1,1,162,165,592,175,0,6,3,372,297,336,1,1124,108,109,110,66,0,355
0,2,2,7,9141,50,1175,3,11,2,0,0,0,7,0,1,0,830,49,8,847,0,3,2,111,108,48,28,789,3109,1,99,22,0,24
18,3,3,14671,5650,46,64,2,12,2,4,0,10,7,0,1,0,69,55,61,29359,1,23,3,79,205,13,6,614,16,1,2,65,0,28330
17,8,19,169,6316,291,175,34,376,2,1,10,11,16,0,14,3,144,181,6405,148,0,49,8,481,1272,294,226,13880,31,15,6042,144,1,103
3,5,28,150,43817,1536,7229,18,625,2,2,1,0,9,0,5,1,6241,234,868,6332,99,19,7,414,486,209,203,4470,772,3,224,402,1,105
4,0,1,6,66,25,21,1,10,2,0,0,1,4,0,1,0,32,24,11,42,0,4,0,41,97,5,1,30,4,5,1,16,0,8
9,3,15,97,68,126,34,3,399,2,2,0,2,6,0,1,2,31,32,378,59,1,3,3,61,123,27,125,603,32,33,7,135,1,3
11,2,2,33,905,33,450,14,7,2,2,0,5,7,0,1,2,35,43,10,51,0,3,2,119,135,61,11,786,732,361,82,50,0,27
20,3,3,15014,5909,37,59,2,28,2,4,0,11,6,0,1,0,67,55,69,30087,0,12,3,78,231,12,5,611,16,6,2,54,0,33690
1,0,1,3,15,19,3,0,5,2,1,0,0,4,0,1,0,9,15,3,19,0,3,0,32,56,2,1,591,0,1,0,11,0,4
5,3,9,27,209,160,49,3,133,2,2,0,1,7,0,1,0,44,40,238,74,1,3,3,111,151,46,56,615,111,105,71,56,1,10
7,3,2,20,675,57,154,5,74,2,4,1,0,7,0,3,0,91,56,22,95,1,10,3,112,199,42,25,706,5,5,69,25,0,40
0,4,3,5,49,71,24,2,7,2,0,0,0,5,0,2,0,24,28,6,45,0,5,5,43,41,8,2,22,0,1,2,21,0,34
10,3,3,6,217,101,38,7,37,2,2,0,0,5,0,1,0,46,39,46,65,2,4,3,60,147,21,1,678,8,9,7,31,0,213
10,3,2,73,2568,78,1021,0,34,2,6,0,1,7,0,1,0,390,124,19,432,2,3,3,107,265,39,29,720,887,361,170,79,0,32
0,2,2,5,978,59,121,0,15,2,0,0,0,7,0,1,0,118,84,13,135,0,3,2,244,311,180,160,53,81,1,499,35,0,32
12,3,3,14,5226,118,1034,6,28,2,0,0,2,7,0,1,4,504,106,30,502,0,4,3,186,272,112,67,428,1451,361,436,60,0,141
17,3,3,13921,6125,40,64,6,12,2,4,0,9,7,0,1,0,69,59,61,27883,1,17,3,91,221,25,6,614,16,1,6,59,0,29243
1,0,1,3,16,19,4,0,5,2,1,0,0,4,0,1,0,9,15,3,19,0,3,0,32,56,2,1,592,0,1,0,11,0,4
1,0,1,3,15,19,3,0,5,2,1,0,0,4,0,1,0,9,15,3,19,0,3,0,32,56,2,1,591,0,1,0,11,0,5
1,0,1,3,16,19,4,0,5,2,1,0,0,4,0,1,0,9,15,3,19,0,3,0,32,56,2,1,592,0,1,0,11,0,4
11,3,9,215,350,251,25,3,878,2,1,0,5,6,0,3,1,35,37,777,49,0,3,3,151,139,118,226,24,16,33,19,243,1,6
18,3,3,14661,5306,46,62,2,18,2,4,0,10,7,0,1,0,69,55,65,29339,1,23,3,79,204,13,6,611,18,4,2,65,0,34872
17,3,3,14451,5897,40,65,6,12,2,4,0,9,7,0,1,0,69,58,63,28943,1,17,3,91,231,25,6,615,16,1,6,59,0,31296
0,8,3,108,28618,707,4549,2,192,2,0,1,0,8,0,5,0,3966,208,387,3954,0,42,14,443,996,292,214,1435,466,1,961,118,1,162
8,3,2,20,707,55,163,6,72,2,4,1,0,8,0,3,0,99,63,21,109,2,10,3,121,208,51,31,701,3,4,74,29,0,51
4,4,4,12,143,95,31,2,43,4,0,0,3,7,0,1,0,39,37,11,53,1,14,5,229,327,55,6,116,9,3,34,53,1,15
1,0,1,3,16,19,4,0,5,2,1,0,0,4,0,1,0,9,15,3,19,0,3,0,32,56,2,1,592,0,1,0,11,0,4
11,3,9,37,316,61,25,3,207,2,1,0,5,6,0,3,1,34,36,400,48,0,3,3,62,130,29,48,24,4,9,19,65,1,5
25,4,3,130,12502,98,39,37,23,2,0,12,13,15,0,17,6,68,79,5892,89,0,39,4,241,282,165,35,51,14,5,146,133,0,26804
0,2,2,5,7987,70,1984,0,13,2,0,0,0,7,0,1,0,1122,154,7,1161,0,3,2,99,219,31,11,512,2471,361,109,27,0,15
1,3,3,8,22354,84,2974,3,13,2,0,0,1,7,0,2,0,2190,134,7,2228,0,4,3,134,234,69,46,1689,7296,361,318,49,0,26
2,3,201,1967,1192,1429,35,1,7293,2,2,0,0,7,0,1,0,38,26,6886,54,1,3,3,294,271,224,2567,609,24,1,116,2388,1,22
11,3,9,37,300,61,26,3,207,2,1,0,5,6,0,3,1,35,37,397,138,0,3,3,62,139,29,48,25,4,9,19,65,1,8
6,3,3,17,13943,41,36,2,12,2,0,0,4,7,0,1,0,43,36,24,56,1,7,3,77,186,18,3,42,14,3,6,31,0,76
1,0,1,3,15,19,3,0,5,2,1,0,0,4,0,1,0,9,15,3,19,0,3,0,32,58,2,1,591,0,1,0,11,0,4
8,6,8,53,19928,516,3504,4,207,2,4,1,4,8,0,3,0,2896,136,408,2891,1,13,6,249,341,108,70,1811,327,1,203,101,1,54
0,4,3,5,48,72,23,2,7,2,0,0,0,5,0,2,0,24,28,6,45,0,5,5,43,38,8,2,21,0,1,2,21,0,20
10,2,2,13,73,22,23,1,5,2,2,0,5,5,0,1,0,30,31,16,43,0,19,2,44,134,5,1,597,2,5,1,26,0,24
1,4,8,47,411,66,68,3,176,2,0,0,0,7,0,1,0,68,42,110,92,0,13,4,149,194,89,107,40,57,1,213,73,1,27
12,3,3,8,229,47,88,2,6,2,2,0,6,7,0,1,0,69,51,18,84,1,4,3,78,170,18,5,632,24,17,31,74,0,18
11,2,2,33,937,33,482,14,7,2,2,0,5,7,0,1,2,35,42,10,51,0,3,2,119,146,61,11,785,732,361,82,50,0,27
12,3,3,8,239,47,90,2,6,2,2,0,6,7,0,1,0,70,51,18,85,1,4,3,78,170,18,5,634,28,17,27,75,0,18
6,2,2,5,3626,101,504,3,18,2,2,0,0,8,0,1,2,414,99,21,418,0,3,2,319,434,250,215,699,471,3,654,45,0,50
10,3,3,6,167,73,27,2,41,2,2,0,0,5,0,1,0,37,33,39,54,2,4,3,42,149,6,1,645,7,10,2,33,0,171
11,3,9,37,325,61,32,3,207,2,1,0,5,6,0,3,1,39,42,400,145,0,3,3,62,140,29,48,27,4,9,19,69,1,10
12,3,3,14,4754,118,928,6,28,2,0,0,2,7,0,1,4,431,101,30,429,0,4,3,183,273,112,67,370,1315,361,436,60,0,142
2,3,3,16,4522,257,488,2,64,2,2,0,0,7,0,1,0,576,184,13,480,0,8,3,136,467,71,6,760,406,2,48,37,0,27
2,2,2,5,968,30,472,0,8,2,0,0,2,7,0,1,0,32,24,5,48,0,3,2,76,95,26,16,207,729,361,28,19,0,9
1,0,1,7,35,25,5,1,8,4,0,0,0,4,0,1,1,19,15,11,25,0,13,0,42,146,6,1,23,0,1,1,16,0,40
11,3,2,75,2538,79,1015,0,35,2,6,0,1,7,0,1,0,390,127,19,431,2,3,3,107,263,39,29,723,879,361,170,81,0,32
16,3,3,13676,6446,40,64,6,12,2,4,0,8,7,0,1,0,69,58,61,27395,1,17,3,91,213,25,6,614,16,1,6,59,0,33032
28,3,20,117,245,125,62,1,518,2,4,0,0,5,0,1,8,62,40,438,71,2,3,3,54,160,18,149,605,1,3,1,167,1,77
0,2,2,5,520,53,133,21,28,2,0,0,0,7,0,1,0,125,96,30,190,4,3,2,186,181,136,64,84,48,1,91,65,0,200
5,3,9,27,203,160,46,3,133,2,2,0,1,7,0,1,0,42,40,238,71,1,3,3,111,162,46,56,614,111,105,71,56,1,10
0,2,2,3,109,19,10,0,5,2,0,0,0,5,0,1,0,14,22,4,27,0,3,2,35,34,4,2,17,0,1,0,15,0,17
48,21,195,1082,13799,1630,3541,61,3948,4,0,24,25,14,5,83,20,2639,276,24134,2887,0,185,32,792,1535,387,1031,1076,1915,32,255,1122,18,1604
0,3,2,14,207,48,71,6,15,0,0,0,0,4,0,2,0,69,49,44,113,0,7,3,83,113,29,2,208,0,1,6,35,0,15
1,0,1,3,15,19,3,0,5,2,1,0,0,4,0,1,0,9,15,3,19,0,3,0,32,57,2,1,591,0,1,0,11,0,5
28,3,20,117,244,125,62,1,518,2,4,0,0,5,0,1,8,62,38,438,71,2,3,3,54,165,18,149,605,1,3,1,167,1,77
12,4,4,12,2188,111,859,2,47,4,2,0,6,7,0,1,0,460,54,20,479,1,14,5,241,378,55,6,717,24,17,28,93,1,11
15,35,57,258,44745,1735,6636,31,984,12,0,9,11,11,0,21,4,2382,117,2298,2351,0,156,48,1253,1763,499,92,5258,495,11,116,302,6,157
17,3,3,14217,5748,37,63,2,28,2,4,0,10,7,0,1,0,69,56,69,28509,1,12,3,78,223,12,5,614,20,6,2,54,0,32944
0,6,5,42,6165,578,1206,1,186,2,0,1,0,9,0,3,0,397,34,424,387,0,19,6,214,555,73,31,1563,50,1,219,60,0,45
19,3,3,14015,6317,40,64,6,12,2,5,0,10,7,0,1,0,69,59,61,28071,1,17,3,91,218,25,6,614,16,1,6,59,0,30027
1,7,9,68,976,208,174,6,218,6,0,1,1,8,0,10,0,128,62,105,139,0,35,9,482,800,145,52,347,59,1,265,100,3,61
6,2,2,5,2425,93,223,3,14,2,2,0,0,13,0,1,2,193,79,12,195,0,3,2,255,419,188,154,672,246,3,449,37,0,37
1,0,1,3,16,19,4,0,5,2,1,0,0,4,0,1,0,9,15,3,19,0,3,0,32,56,2,1,592,0,1,0,11,0,4
11,3,9,37,317,61,27,3,207,2,1,0,5,6,0,3,1,34,36,400,48,0,3,3,62,129,29,48,26,4,9,19,65,1,5
1,0,1,3,16,19,4,0,5,2,1,0,0,4,0,1,0,9,15,3,19,0,3,0,32,56,2,1,592,0,1,0,11,0,4
4,4,4,12,142,95,30,2,43,4,0,0,3,7,0,1,0,39,37,11,53,1,14,5,229,328,55,6,115,9,3,32,52,1,16
12,3,3,8,244,47,92,2,6,2,2,0,6,7,0,1,0,71,52,18,86,1,4,3,78,170,18,5,634,28,17,45,76,0,19
22,3,3,14,540,65,73,2,20,2,1,0,0,8,0,1,0,95,66,44,107,0,6,3,106,251,28,13,625,53,1,79,51,0,269
0,2,2,7,8782,50,1086,3,11,2,0,0,0,7,0,1,0,808,48,8,825,0,3,2,112,109,46,27,766,3016,1,95,22,0,21
9,3,3,6,171,73,29,2,41,2,2,0,0,5,0,1,0,37,33,39,54,2,4,3,42,149,6,1,647,7,10,2,33,0,171
0,3,3,34,409,47,43,2,10,2,0,0,0,7,0,1,0,59,35,5,63,0,4,3,120,133,47,34,35,76,1,188,22,0,23
5,4,4,10,1164,265,118,29,7,2,2,0,1,7,0,2,1,96,111,679,143,1,4,4,159,266,101,5,869,39,24,30,33,0,82
1,0,1,3,16,19,4,0,5,2,1,0,0,4,0,1,0,9,15,3,19,0,3,0,32,57,2,1,592,0,1,0,11,0,5
1,7,9,66,949,207,145,6,218,6,0,2,1,8,0,10,0,117,51,98,121,0,35,9,481,790,145,52,335,63,1,265,92,3,60
9,2,2,3,98,24,19,6,9,2,4,0,0,5,0,1,0,27,29,6,36,0,3,2,48,123,18,1,600,0,1,6,21,0,106
12,3,9,37,306,61,28,3,207,2,1,0,6,6,0,3,1,35,37,397,138,0,3,3,62,139,29,48,27,4,9,19,65,1,8
12,3,3,8,229,47,88,2,6,2,2,0,6,7,0,1,0,69,51,18,84,1,4,3,78,170,18,5,632,24,17,29,74,0,18
1,0,1,3,15,19,3,0,5,2,1,0,0,4,0,1,0,9,15,3,19,0,3,0,32,56,2,1,591,0,1,0,11,0,4
28,2,2,13,159,25,43,1,5,2,2,0,14,5,0,1,0,41,33,38,54,0,19,2,44,156,5,1,606,12,13,1,26,0,14
8,4,3,23,26956,710,4852,2,87,2,2,1,2,8,0,3,2,4056,301,633,4529,237,11,4,229,310,78,25,2345,114,1,76,346,0,29
73,3,2,13,3390,67,188,15,26,2,17,0,30,7,0,1,0,166,102,3849,256,19,3,3,155,270,86,21,680,129,1,123,77,0,23
13,3,10,45,330,72,35,4,252,2,1,0,7,6,0,3,1,41,44,418,145,0,3,3,68,144,35,57,29,6,13,20,78,1,10
0,3,3,34,429,47,46,2,10,2,0,0,0,7,0,1,0,59,32,5,63,0,4,3,117,131,47,34,35,80,1,188,22,0,24
12,3,52,97,4725,1904,985,49,429,2,5,68,1,7,0,3,1,662,201,154,774,0,24,39,887,789,473,95,1968,957,10,278,433,12,1208
22,3,3,14932,5550,40,65,6,12,2,9,0,9,7,0,1,0,69,60,61,29905,1,17,3,91,211,25,6,615,16,1,6,59,0,32604
17,3,3,22,5036,41,64,2,40,2,4,0,9,7,0,1,0,68,55,37,35916,1,11,3,75,234,12,5,614,23,12,6,53,0,29113
3,6,10,158,1579,177,305,2,366,2,0,0,1,7,0,2,0,201,57,707,265,0,3,15,266,321,201,216,239,295,1,194,348,1,117
6,3,9,27,202,159,47,3,133,2,2,0,2,7,0,1,0,42,38,237,71,1,3,3,111,161,46,56,615,110,104,71,56,1,10
16,3,3,22,5344,41,62,2,40,2,5,0,8,7,0,1,0,68,54,37,32730,1,11,3,75,225,12,5,612,23,12,6,53,0,29717
0,0,1,3,53,18,2,0,5,2,0,0,0,4,0,1,0,7,14,3,18,0,3,0,34,48,2,2,16,0,1,0,9,0,8
3,5,5,45,8331,566,1625,1,190,2,2,1,1,11,0,3,0,733,57,350,731,0,24,5,181,260,40,11,2135,72,1,20,72,0,29
25,3,19,107,186,110,46,1,446,2,4,0,0,5,0,1,7,54,33,373,60,1,3,3,55,158,13,136,603,1,3,1,151,1,51
